楼栋,单元,楼层,房号,房屋编码(25位),楼栋编码(19位),详细地址
8栋,2单元,3楼,301,,,龙华区滢水山庄一区8栋2单元3楼301
8栋,2单元,3楼,302,,,龙华区滢水山庄一区8栋2单元3楼302
8栋,2单元,4楼,401,,,龙华区滢水山庄一区8栋2单元4楼401
8栋,2单元,4楼,402,,,龙华区滢水山庄一区8栋2单元4楼402
8栋,2单元,5楼,501,,,龙华区滢水山庄一区8栋2单元5楼501
8栋,2单元,5楼,502,,,龙华区滢水山庄一区8栋2单元5楼502
8栋,2单元,6楼,601,,,龙华区滢水山庄一区8栋2单元6楼601
8栋,2单元,6楼,602,,,龙华区滢水山庄一区8栋2单元6楼602
8栋,2单元,7楼,701,,,龙华区滢水山庄一区8栋2单元7楼701
8栋,2单元,7楼,702,,,龙华区滢水山庄一区8栋2单元7楼702
8栋,2单元,8楼,801,,,龙华区滢水山庄一区8栋2单元8楼801
8栋,2单元,8楼,802,,,龙华区滢水山庄一区8栋2单元8楼802
8栋,3单元,1楼,101,,,龙华区滢水山庄一区8栋3单元1楼101
8栋,3单元,1楼,102,,,龙华区滢水山庄一区8栋3单元1楼102
8栋,3单元,2楼,201,,,龙华区滢水山庄一区8栋3单元2楼201
8栋,3单元,2楼,202,,,龙华区滢水山庄一区8栋3单元2楼202
8栋,3单元,3楼,301,,,龙华区滢水山庄一区8栋3单元3楼301
8栋,3单元,3楼,302,,,龙华区滢水山庄一区8栋3单元3楼302
8栋,3单元,4楼,401,,,龙华区滢水山庄一区8栋3单元4楼401
8栋,3单元,4楼,402,,,龙华区滢水山庄一区8栋3单元4楼402
8栋,3单元,5楼,501,,,龙华区滢水山庄一区8栋3单元5楼501
8栋,3单元,5楼,502,,,龙华区滢水山庄一区8栋3单元5楼502
8栋,3单元,6楼,601,,,龙华区滢水山庄一区8栋3单元6楼601
8栋,3单元,6楼,602,,,龙华区滢水山庄一区8栋3单元6楼602
8栋,3单元,7楼,701,,,龙华区滢水山庄一区8栋3单元7楼701
8栋,3单元,7楼,702,,,龙华区滢水山庄一区8栋3单元7楼702
8栋,3单元,8楼,801,,,龙华区滢水山庄一区8栋3单元8楼801
8栋,3单元,8楼,802,,,龙华区滢水山庄一区8栋3单元8楼802
9栋,1单元,1楼,101,,,龙华区滢水山庄一区9栋1单元1楼101
9栋,1单元,1楼,102,,,龙华区滢水山庄一区9栋1单元1楼102
9栋,1单元,2楼,201,,,龙华区滢水山庄一区9栋1单元2楼201
9栋,1单元,2楼,202,,,龙华区滢水山庄一区9栋1单元2楼202
9栋,1单元,3楼,301,,,龙华区滢水山庄一区9栋1单元3楼301
9栋,1单元,3楼,302,,,龙华区滢水山庄一区9栋1单元3楼302
9栋,1单元,4楼,401,,,龙华区滢水山庄一区9栋1单元4楼401
9栋,1单元,4楼,402,,,龙华区滢水山庄一区9栋1单元4楼402
9栋,1单元,5楼,501,,,龙华区滢水山庄一区9栋1单元5楼501
9栋,1单元,5楼,502,,,龙华区滢水山庄一区9栋1单元5楼502
9栋,1单元,6楼,601,,,龙华区滢水山庄一区9栋1单元6楼601
9栋,1单元,6楼,602,,,龙华区滢水山庄一区9栋1单元6楼602
9栋,1单元,7楼,701,,,龙华区滢水山庄一区9栋1单元7楼701
9栋,1单元,7楼,702,,,龙华区滢水山庄一区9栋1单元7楼702
9栋,1单元,8楼,801,,,龙华区滢水山庄一区9栋1单元8楼801
9栋,1单元,8楼,802,,,龙华区滢水山庄一区9栋1单元8楼802
9栋,2单元,1楼,101,,,龙华区滢水山庄一区9栋2单元1楼101
9栋,2单元,1楼,102,,,龙华区滢水山庄一区9栋2单元1楼102
9栋,2单元,2楼,201,,,龙华区滢水山庄一区9栋2单元2楼201
9栋,2单元,2楼,202,,,龙华区滢水山庄一区9栋2单元2楼202
9栋,2单元,3楼,301,,,龙华区滢水山庄一区9栋2单元3楼301
9栋,2单元,3楼,302,,,龙华区滢水山庄一区9栋2单元3楼302
9栋,2单元,4楼,401,,,龙华区滢水山庄一区9栋2单元4楼401
9栋,2单元,4楼,402,,,龙华区滢水山庄一区9栋2单元4楼402
9栋,2单元,5楼,501,,,龙华区滢水山庄一区9栋2单元5楼501
9栋,2单元,5楼,502,,,龙华区滢水山庄一区9栋2单元5楼502
9栋,2单元,6楼,601,,,龙华区滢水山庄一区9栋2单元6楼601
9栋,2单元,6楼,602,,,龙华区滢水山庄一区9栋2单元6楼602
9栋,2单元,7楼,701,,,龙华区滢水山庄一区9栋2单元7楼701
9栋,2单元,7楼,702,,,龙华区滢水山庄一区9栋2单元7楼702
9栋,2单元,8楼,801,,,龙华区滢水山庄一区9栋2单元8楼801
9栋,2单元,8楼,802,,,龙华区滢水山庄一区9栋2单元8楼802
9栋,3单元,1楼,101,,,龙华区滢水山庄一区9栋3单元1楼101
9栋,3单元,1楼,102,,,龙华区滢水山庄一区9栋3单元1楼102
9栋,3单元,2楼,201,,,龙华区滢水山庄一区9栋3单元2楼201
9栋,3单元,2楼,202,,,龙华区滢水山庄一区9栋3单元2楼202
9栋,3单元,3楼,301,,,龙华区滢水山庄一区9栋3单元3楼301
9栋,3单元,3楼,302,,,龙华区滢水山庄一区9栋3单元3楼302
9栋,3单元,4楼,401,,,龙华区滢水山庄一区9栋3单元4楼401
9栋,3单元,4楼,402,,,龙华区滢水山庄一区9栋3单元4楼402
9栋,3单元,5楼,501,,,龙华区滢水山庄一区9栋3单元5楼501
9栋,3单元,5楼,502,,,龙华区滢水山庄一区9栋3单元5楼502
9栋,3单元,6楼,601,,,龙华区滢水山庄一区9栋3单元6楼601
9栋,3单元,6楼,602,,,龙华区滢水山庄一区9栋3单元6楼602
9栋,3单元,7楼,701,,,龙华区滢水山庄一区9栋3单元7楼701
9栋,3单元,7楼,702,,,龙华区滢水山庄一区9栋3单元7楼702
9栋,3单元,8楼,801,,,龙华区滢水山庄一区9栋3单元8楼801
9栋,3单元,8楼,802,,,龙华区滢水山庄一区9栋3单元8楼802
10栋,1单元,1楼,101,,,龙华区滢水山庄一区10栋1单元1楼101
10栋,1单元,1楼,102,,,龙华区滢水山庄一区10栋1单元1楼102
10栋,1单元,2楼,201,,,龙华区滢水山庄一区10栋1单元2楼201
10栋,1单元,2楼,202,,,龙华区滢水山庄一区10栋1单元2楼202
10栋,1单元,3楼,301,,,龙华区滢水山庄一区10栋1单元3楼301
10栋,1单元,3楼,302,,,龙华区滢水山庄一区10栋1单元3楼302
10栋,1单元,4楼,401,,,龙华区滢水山庄一区10栋1单元4楼401
10栋,1单元,4楼,402,,,龙华区滢水山庄一区10栋1单元4楼402
10栋,1单元,5楼,501,,,龙华区滢水山庄一区10栋1单元5楼501
10栋,1单元,5楼,502,,,龙华区滢水山庄一区10栋1单元5楼502
10栋,1单元,6楼,601,,,龙华区滢水山庄一区10栋1单元6楼601
10栋,1单元,6楼,602,,,龙华区滢水山庄一区10栋1单元6楼602
10栋,1单元,7楼,701,,,龙华区滢水山庄一区10栋1单元7楼701
10栋,1单元,7楼,702,,,龙华区滢水山庄一区10栋1单元7楼702
10栋,1单元,8楼,801,,,龙华区滢水山庄一区10栋1单元8楼801
10栋,1单元,8楼,802,,,龙华区滢水山庄一区10栋1单元8楼802
10栋,2单元,1楼,101,,,龙华区滢水山庄一区10栋2单元1楼101
10栋,2单元,1楼,102,,,龙华区滢水山庄一区10栋2单元1楼102
10栋,2单元,2楼,201,,,龙华区滢水山庄一区10栋2单元2楼201
10栋,2单元,2楼,202,,,龙华区滢水山庄一区10栋2单元2楼202
10栋,2单元,3楼,301,,,龙华区滢水山庄一区10栋2单元3楼301
10栋,2单元,3楼,302,,,龙华区滢水山庄一区10栋2单元3楼302
10栋,2单元,4楼,401,,,龙华区滢水山庄一区10栋2单元4楼401
10栋,2单元,4楼,402,,,龙华区滢水山庄一区10栋2单元4楼402
10栋,2单元,5楼,501,,,龙华区滢水山庄一区10栋2单元5楼501
10栋,2单元,5楼,502,,,龙华区滢水山庄一区10栋2单元5楼502
10栋,2单元,6楼,601,,,龙华区滢水山庄一区10栋2单元6楼601
10栋,2单元,6楼,602,,,龙华区滢水山庄一区10栋2单元6楼602
10栋,2单元,7楼,701,,,龙华区滢水山庄一区10栋2单元7楼701
10栋,2单元,7楼,702,,,龙华区滢水山庄一区10栋2单元7楼702
10栋,2单元,8楼,801,,,龙华区滢水山庄一区10栋2单元8楼801
10栋,2单元,8楼,802,,,龙华区滢水山庄一区10栋2单元8楼802
10栋,3单元,1楼,101,,,龙华区滢水山庄一区10栋3单元1楼101
10栋,3单元,1楼,102,,,龙华区滢水山庄一区10栋3单元1楼102
10栋,3单元,2楼,201,,,龙华区滢水山庄一区10栋3单元2楼201
10栋,3单元,2楼,202,,,龙华区滢水山庄一区10栋3单元2楼202
10栋,3单元,3楼,301,,,龙华区滢水山庄一区10栋3单元3楼301
10栋,3单元,3楼,302,,,龙华区滢水山庄一区10栋3单元3楼302
10栋,3单元,4楼,401,,,龙华区滢水山庄一区10栋3单元4楼401
10栋,3单元,4楼,402,,,龙华区滢水山庄一区10栋3单元4楼402
10栋,3单元,5楼,501,,,龙华区滢水山庄一区10栋3单元5楼501
10栋,3单元,5楼,502,,,龙华区滢水山庄一区10栋3单元5楼502
10栋,3单元,6楼,601,,,龙华区滢水山庄一区10栋3单元6楼601
10栋,3单元,6楼,602,,,龙华区滢水山庄一区10栋3单元6楼602
10栋,3单元,7楼,701,,,龙华区滢水山庄一区10栋3单元7楼701
10栋,3单元,7楼,702,,,龙华区滢水山庄一区10栋3单元7楼702
10栋,3单元,8楼,801,,,龙华区滢水山庄一区10栋3单元8楼801
10栋,3单元,8楼,802,,,龙华区滢水山庄一区10栋3单元8楼802
11栋,1单元,1楼,101,,,龙华区滢水山庄一区11栋1单元1楼101
11栋,1单元,1楼,102,,,龙华区滢水山庄一区11栋1单元1楼102
11栋,1单元,2楼,201,,,龙华区滢水山庄一区11栋1单元2楼201
11栋,1单元,2楼,202,,,龙华区滢水山庄一区11栋1单元2楼202
11栋,1单元,3楼,301,,,龙华区滢水山庄一区11栋1单元3楼301
11栋,1单元,3楼,302,,,龙华区滢水山庄一区11栋1单元3楼302
11栋,1单元,4楼,401,,,龙华区滢水山庄一区11栋1单元4楼401
11栋,1单元,4楼,402,,,龙华区滢水山庄一区11栋1单元4楼402
11栋,1单元,5楼,501,,,龙华区滢水山庄一区11栋1单元5楼501
11栋,1单元,5楼,502,,,龙华区滢水山庄一区11栋1单元5楼502
11栋,1单元,6楼,601,,,龙华区滢水山庄一区11栋1单元6楼601
11栋,1单元,6楼,602,,,龙华区滢水山庄一区11栋1单元6楼602
11栋,1单元,7楼,701,,,龙华区滢水山庄一区11栋1单元7楼701
11栋,1单元,7楼,702,,,龙华区滢水山庄一区11栋1单元7楼702
11栋,1单元,8楼,801,,,龙华区滢水山庄一区11栋1单元8楼801
11栋,1单元,8楼,802,,,龙华区滢水山庄一区11栋1单元8楼802
11栋,2单元,1楼,101,,,龙华区滢水山庄一区11栋2单元1楼101
11栋,2单元,1楼,102,,,龙华区滢水山庄一区11栋2单元1楼102
11栋,2单元,2楼,201,,,龙华区滢水山庄一区11栋2单元2楼201
11栋,2单元,2楼,202,,,龙华区滢水山庄一区11栋2单元2楼202
11栋,2单元,3楼,301,,,龙华区滢水山庄一区11栋2单元3楼301
11栋,2单元,3楼,302,,,龙华区滢水山庄一区11栋2单元3楼302
11栋,2单元,4楼,401,,,龙华区滢水山庄一区11栋2单元4楼401
11栋,2单元,4楼,402,,,龙华区滢水山庄一区11栋2单元4楼402
11栋,2单元,5楼,501,,,龙华区滢水山庄一区11栋2单元5楼501
11栋,2单元,5楼,502,,,龙华区滢水山庄一区11栋2单元5楼502
11栋,2单元,6楼,601,,,龙华区滢水山庄一区11栋2单元6楼601
11栋,2单元,6楼,602,,,龙华区滢水山庄一区11栋2单元6楼602
11栋,2单元,7楼,701,,,龙华区滢水山庄一区11栋2单元7楼701
11栋,2单元,7楼,702,,,龙华区滢水山庄一区11栋2单元7楼702
11栋,2单元,8楼,801,,,龙华区滢水山庄一区11栋2单元8楼801
11栋,2单元,8楼,802,,,龙华区滢水山庄一区11栋2单元8楼802
11栋,3单元,1楼,101,,,龙华区滢水山庄一区11栋3单元1楼101
11栋,3单元,1楼,102,,,龙华区滢水山庄一区11栋3单元1楼102
11栋,3单元,2楼,201,,,龙华区滢水山庄一区11栋3单元2楼201
11栋,3单元,2楼,202,,,龙华区滢水山庄一区11栋3单元2楼202
11栋,3单元,3楼,301,,,龙华区滢水山庄一区11栋3单元3楼301
11栋,3单元,3楼,302,,,龙华区滢水山庄一区11栋3单元3楼302
11栋,3单元,4楼,401,,,龙华区滢水山庄一区11栋3单元4楼401
11栋,3单元,4楼,402,,,龙华区滢水山庄一区11栋3单元4楼402
11栋,3单元,5楼,501,,,龙华区滢水山庄一区11栋3单元5楼501
11栋,3单元,5楼,502,,,龙华区滢水山庄一区11栋3单元5楼502
11栋,3单元,6楼,601,,,龙华区滢水山庄一区11栋3单元6楼601
11栋,3单元,6楼,602,,,龙华区滢水山庄一区11栋3单元6楼602
11栋,3单元,7楼,701,,,龙华区滢水山庄一区11栋3单元7楼701
11栋,3单元,7楼,702,,,龙华区滢水山庄一区11栋3单元7楼702
11栋,3单元,8楼,801,,,龙华区滢水山庄一区11栋3单元8楼801
11栋,3单元,8楼,802,,,龙华区滢水山庄一区11栋3单元8楼802
12栋,1单元,1楼,101,,,龙华区滢水山庄一区12栋1单元1楼101
12栋,1单元,1楼,102,,,龙华区滢水山庄一区12栋1单元1楼102
12栋,1单元,2楼,201,,,龙华区滢水山庄一区12栋1单元2楼201
12栋,1单元,2楼,202,,,龙华区滢水山庄一区12栋1单元2楼202
12栋,1单元,3楼,301,,,龙华区滢水山庄一区12栋1单元3楼301
12栋,1单元,3楼,302,,,龙华区滢水山庄一区12栋1单元3楼302
12栋,1单元,4楼,401,,,龙华区滢水山庄一区12栋1单元4楼401
12栋,1单元,4楼,402,,,龙华区滢水山庄一区12栋1单元4楼402
12栋,1单元,5楼,501,,,龙华区滢水山庄一区12栋1单元5楼501
12栋,1单元,5楼,502,,,龙华区滢水山庄一区12栋1单元5楼502
12栋,1单元,6楼,601,,,龙华区滢水山庄一区12栋1单元6楼601
12栋,1单元,6楼,602,,,龙华区滢水山庄一区12栋1单元6楼602
12栋,1单元,7楼,701,,,龙华区滢水山庄一区12栋1单元7楼701
12栋,1单元,7楼,702,,,龙华区滢水山庄一区12栋1单元7楼702
12栋,1单元,8楼,801,,,龙华区滢水山庄一区12栋1单元8楼801
12栋,1单元,8楼,802,,,龙华区滢水山庄一区12栋1单元8楼802
12栋,2单元,1楼,101,,,龙华区滢水山庄一区12栋2单元1楼101
12栋,2单元,1楼,102,,,龙华区滢水山庄一区12栋2单元1楼102
12栋,2单元,2楼,201,,,龙华区滢水山庄一区12栋2单元2楼201
12栋,2单元,2楼,202,,,龙华区滢水山庄一区12栋2单元2楼202
12栋,2单元,3楼,301,,,龙华区滢水山庄一区12栋2单元3楼301
12栋,2单元,3楼,302,,,龙华区滢水山庄一区12栋2单元3楼302
12栋,2单元,4楼,401,,,龙华区滢水山庄一区12栋2单元4楼401
12栋,2单元,4楼,402,,,龙华区滢水山庄一区12栋2单元4楼402
12栋,2单元,5楼,501,,,龙华区滢水山庄一区12栋2单元5楼501
12栋,2单元,5楼,502,,,龙华区滢水山庄一区12栋2单元5楼502
12栋,2单元,6楼,601,,,龙华区滢水山庄一区12栋2单元6楼601
12栋,2单元,6楼,602,,,龙华区滢水山庄一区12栋2单元6楼602
12栋,2单元,7楼,701,,,龙华区滢水山庄一区12栋2单元7楼701
12栋,2单元,7楼,702,,,龙华区滢水山庄一区12栋2单元7楼702
12栋,2单元,8楼,801,,,龙华区滢水山庄一区12栋2单元8楼801
12栋,2单元,8楼,802,,,龙华区滢水山庄一区12栋2单元8楼802
12栋,3单元,1楼,101,,,龙华区滢水山庄一区12栋3单元1楼101
12栋,3单元,1楼,102,,,龙华区滢水山庄一区12栋3单元1楼102
12栋,3单元,2楼,201,,,龙华区滢水山庄一区12栋3单元2楼201
12栋,3单元,2楼,202,,,龙华区滢水山庄一区12栋3单元2楼202
12栋,3单元,3楼,301,,,龙华区滢水山庄一区12栋3单元3楼301
12栋,3单元,3楼,302,,,龙华区滢水山庄一区12栋3单元3楼302
12栋,3单元,4楼,401,,,龙华区滢水山庄一区12栋3单元4楼401
12栋,3单元,4楼,402,,,龙华区滢水山庄一区12栋3单元4楼402
12栋,3单元,5楼,501,,,龙华区滢水山庄一区12栋3单元5楼501
12栋,3单元,5楼,502,,,龙华区滢水山庄一区12栋3单元5楼502
12栋,3单元,6楼,601,,,龙华区滢水山庄一区12栋3单元6楼601
12栋,3单元,6楼,602,,,龙华区滢水山庄一区12栋3单元6楼602
12栋,3单元,7楼,701,,,龙华区滢水山庄一区12栋3单元7楼701
12栋,3单元,7楼,702,,,龙华区滢水山庄一区12栋3单元7楼702
12栋,3单元,8楼,801,,,龙华区滢水山庄一区12栋3单元8楼801
12栋,3单元,8楼,802,,,龙华区滢水山庄一区12栋3单元8楼802
13栋,1单元,1楼,101,,,龙华区滢水山庄一区13栋1单元1楼101
13栋,1单元,1楼,102,,,龙华区滢水山庄一区13栋1单元1楼102
13栋,1单元,2楼,201,,,龙华区滢水山庄一区13栋1单元2楼201
13栋,1单元,2楼,202,,,龙华区滢水山庄一区13栋1单元2楼202
13栋,1单元,3楼,301,,,龙华区滢水山庄一区13栋1单元3楼301
13栋,1单元,3楼,302,,,龙华区滢水山庄一区13栋1单元3楼302
13栋,1单元,4楼,401,,,龙华区滢水山庄一区13栋1单元4楼401
13栋,1单元,4楼,402,,,龙华区滢水山庄一区13栋1单元4楼402
13栋,1单元,5楼,501,,,龙华区滢水山庄一区13栋1单元5楼501
13栋,1单元,5楼,502,,,龙华区滢水山庄一区13栋1单元5楼502
13栋,1单元,6楼,601,,,龙华区滢水山庄一区13栋1单元6楼601
13栋,1单元,6楼,602,,,龙华区滢水山庄一区13栋1单元6楼602
13栋,1单元,7楼,701,,,龙华区滢水山庄一区13栋1单元7楼701
13栋,1单元,7楼,702,,,龙华区滢水山庄一区13栋1单元7楼702
13栋,1单元,8楼,801,,,龙华区滢水山庄一区13栋1单元8楼801
13栋,1单元,8楼,802,,,龙华区滢水山庄一区13栋1单元8楼802
13栋,2单元,1楼,101,,,龙华区滢水山庄一区13栋2单元1楼101
13栋,2单元,1楼,102,,,龙华区滢水山庄一区13栋2单元1楼102
13栋,2单元,2楼,201,,,龙华区滢水山庄一区13栋2单元2楼201
13栋,2单元,2楼,202,,,龙华区滢水山庄一区13栋2单元2楼202
13栋,2单元,3楼,301,,,龙华区滢水山庄一区13栋2单元3楼301
13栋,2单元,3楼,302,,,龙华区滢水山庄一区13栋2单元3楼302
13栋,2单元,4楼,401,,,龙华区滢水山庄一区13栋2单元4楼401
13栋,2单元,4楼,402,,,龙华区滢水山庄一区13栋2单元4楼402
13栋,2单元,5楼,501,,,龙华区滢水山庄一区13栋2单元5楼501
13栋,2单元,5楼,502,,,龙华区滢水山庄一区13栋2单元5楼502
13栋,2单元,6楼,601,,,龙华区滢水山庄一区13栋2单元6楼601
13栋,2单元,6楼,602,,,龙华区滢水山庄一区13栋2单元6楼602
13栋,2单元,7楼,701,,,龙华区滢水山庄一区13栋2单元7楼701
13栋,2单元,7楼,702,,,龙华区滢水山庄一区13栋2单元7楼702
13栋,2单元,8楼,801,,,龙华区滢水山庄一区13栋2单元8楼801
13栋,2单元,8楼,802,,,龙华区滢水山庄一区13栋2单元8楼802
13栋,3单元,1楼,101,,,龙华区滢水山庄一区13栋3单元1楼101
13栋,3单元,1楼,102,,,龙华区滢水山庄一区13栋3单元1楼102
13栋,3单元,2楼,201,,,龙华区滢水山庄一区13栋3单元2楼201
13栋,3单元,2楼,202,,,龙华区滢水山庄一区13栋3单元2楼202
13栋,3单元,3楼,301,,,龙华区滢水山庄一区13栋3单元3楼301
13栋,3单元,3楼,302,,,龙华区滢水山庄一区13栋3单元3楼302
13栋,3单元,4楼,401,,,龙华区滢水山庄一区13栋3单元4楼401
13栋,3单元,4楼,402,,,龙华区滢水山庄一区13栋3单元4楼402
13栋,3单元,5楼,501,,,龙华区滢水山庄一区13栋3单元5楼501
13栋,3单元,5楼,502,,,龙华区滢水山庄一区13栋3单元5楼502
13栋,3单元,6楼,601,,,龙华区滢水山庄一区13栋3单元6楼601
13栋,3单元,6楼,602,,,龙华区滢水山庄一区13栋3单元6楼602
13栋,3单元,7楼,701,,,龙华区滢水山庄一区13栋3单元7楼701
13栋,3单元,7楼,702,,,龙华区滢水山庄一区13栋3单元7楼702
13栋,3单元,8楼,801,,,龙华区滢水山庄一区13栋3单元8楼801
13栋,3单元,8楼,802,,,龙华区滢水山庄一区13栋3单元8楼802
14栋,1单元,1楼,101,,,龙华区滢水山庄一区14栋1单元1楼101
14栋,1单元,1楼,102,,,龙华区滢水山庄一区14栋1单元1楼102
14栋,1单元,2楼,201,,,龙华区滢水山庄一区14栋1单元2楼201
14栋,1单元,2楼,202,,,龙华区滢水山庄一区14栋1单元2楼202
14栋,1单元,3楼,301,,,龙华区滢水山庄一区14栋1单元3楼301
14栋,1单元,3楼,302,,,龙华区滢水山庄一区14栋1单元3楼302
14栋,1单元,4楼,401,,,龙华区滢水山庄一区14栋1单元4楼401
14栋,1单元,4楼,402,,,龙华区滢水山庄一区14栋1单元4楼402
14栋,1单元,5楼,501,,,龙华区滢水山庄一区14栋1单元5楼501
14栋,1单元,5楼,502,,,龙华区滢水山庄一区14栋1单元5楼502
14栋,1单元,6楼,601,,,龙华区滢水山庄一区14栋1单元6楼601
14栋,1单元,6楼,602,,,龙华区滢水山庄一区14栋1单元6楼602
14栋,1单元,7楼,701,,,龙华区滢水山庄一区14栋1单元7楼701
14栋,1单元,7楼,702,,,龙华区滢水山庄一区14栋1单元7楼702
14栋,1单元,8楼,801,,,龙华区滢水山庄一区14栋1单元8楼801
14栋,1单元,8楼,802,,,龙华区滢水山庄一区14栋1单元8楼802
14栋,2单元,1楼,101,,,龙华区滢水山庄一区14栋2单元1楼101
14栋,2单元,1楼,102,,,龙华区滢水山庄一区14栋2单元1楼102
14栋,2单元,2楼,201,,,龙华区滢水山庄一区14栋2单元2楼201
14栋,2单元,2楼,202,,,龙华区滢水山庄一区14栋2单元2楼202
14栋,2单元,3楼,301,,,龙华区滢水山庄一区14栋2单元3楼301
14栋,2单元,3楼,302,,,龙华区滢水山庄一区14栋2单元3楼302
14栋,2单元,4楼,401,,,龙华区滢水山庄一区14栋2单元4楼401
14栋,2单元,4楼,402,,,龙华区滢水山庄一区14栋2单元4楼402
14栋,2单元,5楼,501,,,龙华区滢水山庄一区14栋2单元5楼501
14栋,2单元,5楼,502,,,龙华区滢水山庄一区14栋2单元5楼502
14栋,2单元,6楼,601,,,龙华区滢水山庄一区14栋2单元6楼601
14栋,2单元,6楼,602,,,龙华区滢水山庄一区14栋2单元6楼602
14栋,2单元,7楼,701,,,龙华区滢水山庄一区14栋2单元7楼701
14栋,2单元,7楼,702,,,龙华区滢水山庄一区14栋2单元7楼702
14栋,2单元,8楼,801,,,龙华区滢水山庄一区14栋2单元8楼801
14栋,2单元,8楼,802,,,龙华区滢水山庄一区14栋2单元8楼802
14栋,3单元,1楼,101,,,龙华区滢水山庄一区14栋3单元1楼101
14栋,3单元,1楼,102,,,龙华区滢水山庄一区14栋3单元1楼102
14栋,3单元,2楼,201,,,龙华区滢水山庄一区14栋3单元2楼201
14栋,3单元,2楼,202,,,龙华区滢水山庄一区14栋3单元2楼202
14栋,3单元,3楼,301,,,龙华区滢水山庄一区14栋3单元3楼301
14栋,3单元,3楼,302,,,龙华区滢水山庄一区14栋3单元3楼302
14栋,3单元,4楼,401,,,龙华区滢水山庄一区14栋3单元4楼401
14栋,3单元,4楼,402,,,龙华区滢水山庄一区14栋3单元4楼402
14栋,3单元,5楼,501,,,龙华区滢水山庄一区14栋3单元5楼501
14栋,3单元,5楼,502,,,龙华区滢水山庄一区14栋3单元5楼502
14栋,3单元,6楼,601,,,龙华区滢水山庄一区14栋3单元6楼601
14栋,3单元,6楼,602,,,龙华区滢水山庄一区14栋3单元6楼602
14栋,3单元,7楼,701,,,龙华区滢水山庄一区14栋3单元7楼701
14栋,3单元,7楼,702,,,龙华区滢水山庄一区14栋3单元7楼702
14栋,3单元,8楼,801,,,龙华区滢水山庄一区14栋3单元8楼801
14栋,3单元,8楼,802,,,龙华区滢水山庄一区14栋3单元8楼802
15栋,1单元,1楼,101,,,龙华区滢水山庄一区15栋1单元1楼101
15栋,1单元,1楼,102,,,龙华区滢水山庄一区15栋1单元1楼102
15栋,1单元,2楼,201,,,龙华区滢水山庄一区15栋1单元2楼201
15栋,1单元,2楼,202,,,龙华区滢水山庄一区15栋1单元2楼202
15栋,1单元,3楼,301,,,龙华区滢水山庄一区15栋1单元3楼301
15栋,1单元,3楼,302,,,龙华区滢水山庄一区15栋1单元3楼302
15栋,1单元,4楼,401,,,龙华区滢水山庄一区15栋1单元4楼401
15栋,1单元,4楼,402,,,龙华区滢水山庄一区15栋1单元4楼402
15栋,1单元,5楼,501,,,龙华区滢水山庄一区15栋1单元5楼501
15栋,1单元,5楼,502,,,龙华区滢水山庄一区15栋1单元5楼502
15栋,1单元,6楼,601,,,龙华区滢水山庄一区15栋1单元6楼601
15栋,1单元,6楼,602,,,龙华区滢水山庄一区15栋1单元6楼602
15栋,1单元,7楼,701,,,龙华区滢水山庄一区15栋1单元7楼701
15栋,1单元,7楼,702,,,龙华区滢水山庄一区15栋1单元7楼702
15栋,1单元,8楼,801,,,龙华区滢水山庄一区15栋1单元8楼801
15栋,1单元,8楼,802,,,龙华区滢水山庄一区15栋1单元8楼802
15栋,2单元,1楼,101,,,龙华区滢水山庄一区15栋2单元1楼101
15栋,2单元,1楼,102,,,龙华区滢水山庄一区15栋2单元1楼102
15栋,2单元,2楼,201,,,龙华区滢水山庄一区15栋2单元2楼201
15栋,2单元,2楼,202,,,龙华区滢水山庄一区15栋2单元2楼202
15栋,2单元,3楼,301,,,龙华区滢水山庄一区15栋2单元3楼301
15栋,2单元,3楼,302,,,龙华区滢水山庄一区15栋2单元3楼302
15栋,2单元,4楼,401,,,龙华区滢水山庄一区15栋2单元4楼401
15栋,2单元,4楼,402,,,龙华区滢水山庄一区15栋2单元4楼402
15栋,2单元,5楼,501,,,龙华区滢水山庄一区15栋2单元5楼501
15栋,2单元,5楼,502,,,龙华区滢水山庄一区15栋2单元5楼502
15栋,2单元,6楼,601,,,龙华区滢水山庄一区15栋2单元6楼601
15栋,2单元,6楼,602,,,龙华区滢水山庄一区15栋2单元6楼602
15栋,2单元,7楼,701,,,龙华区滢水山庄一区15栋2单元7楼701
15栋,2单元,7楼,702,,,龙华区滢水山庄一区15栋2单元7楼702
15栋,2单元,8楼,801,,,龙华区滢水山庄一区15栋2单元8楼801
15栋,2单元,8楼,802,,,龙华区滢水山庄一区15栋2单元8楼802
15栋,3单元,1楼,101,,,龙华区滢水山庄一区15栋3单元1楼101
15栋,3单元,1楼,102,,,龙华区滢水山庄一区15栋3单元1楼102
15栋,3单元,2楼,201,,,龙华区滢水山庄一区15栋3单元2楼201
15栋,3单元,2楼,202,,,龙华区滢水山庄一区15栋3单元2楼202
15栋,3单元,3楼,301,,,龙华区滢水山庄一区15栋3单元3楼301
15栋,3单元,3楼,302,,,龙华区滢水山庄一区15栋3单元3楼302
15栋,3单元,4楼,401,,,龙华区滢水山庄一区15栋3单元4楼401
15栋,3单元,4楼,402,,,龙华区滢水山庄一区15栋3单元4楼402
15栋,3单元,5楼,501,,,龙华区滢水山庄一区15栋3单元5楼501
